Year;City;sport;country;gender;medal;age
1912;Stockholm;Football;DEN;Men;Silver;21
1912;Stockholm;Football;DEN;Men;Silver;29
1912;Stockholm;Football;DEN;Men;Silver;28
1912;Stockholm;Football;DEN;Men;Silver;19
1912;Stockholm;Football;DEN;Men;Silver;28
1912;Stockholm;Football;DEN;Men;Silver;26
1912;Stockholm;Gymnastics;ITA;Men;Bronze;28
1912;Stockholm;Gymnastics;ITA;Men;Gold;27
1912;Stockholm;Gymnastics;FRA;Men;Silver;27
1912;Stockholm;Gymnastics;GBR;Men;Bronze;20
1912;Stockholm;Gymnastics;GBR;Men;Bronze;27
1912;Stockholm;Gymnastics;GBR;Men;Bronze;22
1912;Stockholm;Gymnastics;GBR;Men;Bronze;24
1912;Stockholm;Gymnastics;GBR;Men;Bronze;30
1912;Stockholm;Gymnastics;GBR;Men;Bronze;29
1912;Stockholm;Gymnastics;GBR;Men;Bronze;28
1912;Stockholm;Gymnastics;GBR;Men;Bronze;29
1912;Stockholm;Gymnastics;GBR;Men;Bronze;23
1912;Stockholm;Gymnastics;GBR;Men;Bronze;30
1912;Stockholm;Gymnastics;GBR;Men;Bronze;29
1912;Stockholm;Gymnastics;GBR;Men;Bronze;25
1912;Stockholm;Gymnastics;GBR;Men;Bronze;23
1912;Stockholm;Gymnastics;GBR;Men;Bronze;24
1912;Stockholm;Gymnastics;GBR;Men;Bronze;21
1912;Stockholm;Gymnastics;GBR;Men;Bronze;21
1912;Stockholm;Gymnastics;GBR;Men;Bronze;30
1912;Stockholm;Gymnastics;GBR;Men;Bronze;27
1912;Stockholm;Gymnastics;GBR;Men;Bronze;27
1912;Stockholm;Gymnastics;GBR;Men;Bronze;20
1912;Stockholm;Gymnastics;GBR;Men;Bronze;22
1912;Stockholm;Gymnastics;GBR;Men;Bronze;20
1912;Stockholm;Gymnastics;GBR;Men;Bronze;19
1912;Stockholm;Gymnastics;GBR;Men;Bronze;18
1912;Stockholm;Gymnastics;ITA;Men;Gold;29
1912;Stockholm;Gymnastics;ITA;Men;Gold;30
1912;Stockholm;Gymnastics;ITA;Men;Gold;26
1912;Stockholm;Gymnastics;ITA;Men;Gold;21
1912;Stockholm;Gymnastics;ITA;Men;Gold;22
1912;Stockholm;Gymnastics;ITA;Men;Gold;23
1912;Stockholm;Gymnastics;ITA;Men;Gold;25
1912;Stockholm;Gymnastics;ITA;Men;Gold;25
1912;Stockholm;Gymnastics;ITA;Men;Gold;19
1912;Stockholm;Gymnastics;ITA;Men;Gold;18
1912;Stockholm;Gymnastics;ITA;Men;Gold;19
1912;Stockholm;Gymnastics;ITA;Men;Gold;18
1912;Stockholm;Gymnastics;ITA;Men;Gold;19
1912;Stockholm;Gymnastics;ITA;Men;Gold;27
1912;Stockholm;Gymnastics;ITA;Men;Gold;30
1912;Stockholm;Gymnastics;ITA;Men;Gold;27
1912;Stockholm;Gymnastics;HUN;Men;Silver;22
1912;Stockholm;Gymnastics;HUN;Men;Silver;19
1912;Stockholm;Gymnastics;HUN;Men;Silver;30
1912;Stockholm;Gymnastics;HUN;Men;Silver;22
1912;Stockholm;Gymnastics;HUN;Men;Silver;30
1912;Stockholm;Gymnastics;HUN;Men;Silver;27
1912;Stockholm;Gymnastics;HUN;Men;Silver;27
1912;Stockholm;Gymnastics;HUN;Men;Silver;19
1912;Stockholm;Gymnastics;HUN;Men;Silver;28
1912;Stockholm;Gymnastics;HUN;Men;Silver;26
1912;Stockholm;Gymnastics;HUN;Men;Silver;27
1912;Stockholm;Gymnastics;HUN;Men;Silver;20
1912;Stockholm;Gymnastics;HUN;Men;Silver;22
1912;Stockholm;Gymnastics;HUN;Men;Silver;29
1912;Stockholm;Gymnastics;HUN;Men;Silver;23
1912;Stockholm;Gymnastics;HUN;Men;Silver;24
1912;Stockholm;Gymnastics;DEN;Men;Bronze;21
1912;Stockholm;Gymnastics;DEN;Men;Bronze;21
1912;Stockholm;Gymnastics;DEN;Men;Bronze;20
1912;Stockholm;Gymnastics;DEN;Men;Bronze;29
1912;Stockholm;Gymnastics;DEN;Men;Bronze;29
1912;Stockholm;Gymnastics;DEN;Men;Bronze;30
1912;Stockholm;Gymnastics;DEN;Men;Bronze;26
1912;Stockholm;Gymnastics;DEN;Men;Bronze;28
1912;Stockholm;Gymnastics;DEN;Men;Bronze;28
1912;Stockholm;Gymnastics;DEN;Men;Bronze;19
1912;Stockholm;Gymnastics;DEN;Men;Bronze;18
1912;Stockholm;Gymnastics;DEN;Men;Bronze;20
1912;Stockholm;Gymnastics;DEN;Men;Bronze;30
1912;Stockholm;Gymnastics;DEN;Men;Bronze;21
1912;Stockholm;Gymnastics;DEN;Men;Bronze;29
1912;Stockholm;Gymnastics;DEN;Men;Bronze;21
1912;Stockholm;Gymnastics;DEN;Men;Bronze;23
1912;Stockholm;Gymnastics;DEN;Men;Bronze;24
1912;Stockholm;Gymnastics;DEN;Men;Bronze;20
1912;Stockholm;Gymnastics;DEN;Men;Bronze;21
1912;Stockholm;Gymnastics;DEN;Men;Bronze;23
1912;Stockholm;Gymnastics;NOR;Men;Gold;18
1912;Stockholm;Gymnastics;NOR;Men;Gold;30
1912;Stockholm;Gymnastics;NOR;Men;Gold;30
1912;Stockholm;Gymnastics;NOR;Men;Gold;21
1912;Stockholm;Gymnastics;NOR;Men;Gold;20
1912;Stockholm;Gymnastics;NOR;Men;Gold;22
1912;Stockholm;Gymnastics;NOR;Men;Gold;20
1912;Stockholm;Gymnastics;NOR;Men;Gold;26
1912;Stockholm;Gymnastics;NOR;Men;Gold;23
1912;Stockholm;Gymnastics;NOR;Men;Gold;23
1912;Stockholm;Gymnastics;NOR;Men;Gold;22
1912;Stockholm;Gymnastics;NOR;Men;Gold;28
1912;Stockholm;Gymnastics;NOR;Men;Gold;30
1912;Stockholm;Gymnastics;NOR;Men;Gold;30
1912;Stockholm;Gymnastics;NOR;Men;Gold;21
1912;Stockholm;Gymnastics;NOR;Men;Gold;18
1912;Stockholm;Gymnastics;NOR;Men;Gold;28
1912;Stockholm;Gymnastics;NOR;Men;Gold;30
1912;Stockholm;Gymnastics;NOR;Men;Gold;24
1912;Stockholm;Gymnastics;NOR;Men;Gold;29
1912;Stockholm;Gymnastics;NOR;Men;Gold;23
1912;Stockholm;Gymnastics;NOR;Men;Gold;30
1912;Stockholm;Gymnastics;NOR;Men;Gold;29
1912;Stockholm;Gymnastics;NOR;Men;Gold;30
1912;Stockholm;Gymnastics;NOR;Men;Gold;22
1912;Stockholm;Gymnastics;FIN;Men;Silver;30
1912;Stockholm;Gymnastics;FIN;Men;Silver;19
1912;Stockholm;Gymnastics;FIN;Men;Silver;28
1912;Stockholm;Gymnastics;FIN;Men;Silver;28
1912;Stockholm;Gymnastics;FIN;Men;Silver;27
1912;Stockholm;Gymnastics;FIN;Men;Silver;18
1912;Stockholm;Gymnastics;FIN;Men;Silver;25
1912;Stockholm;Gymnastics;FIN;Men;Silver;22
1912;Stockholm;Gymnastics;FIN;Men;Silver;30
1912;Stockholm;Gymnastics;FIN;Men;Silver;24
1912;Stockholm;Gymnastics;FIN;Men;Silver;25
1912;Stockholm;Gymnastics;FIN;Men;Silver;20
1912;Stockholm;Gymnastics;FIN;Men;Silver;19
1912;Stockholm;Gymnastics;FIN;Men;Silver;25
1912;Stockholm;Gymnastics;FIN;Men;Silver;20
1912;Stockholm;Gymnastics;FIN;Men;Silver;29
1912;Stockholm;Gymnastics;FIN;Men;Silver;25
1912;Stockholm;Gymnastics;FIN;Men;Silver;30
1912;Stockholm;Gymnastics;FIN;Men;Silver;23
1912;Stockholm;Gymnastics;FIN;Men;Silver;25
1912;Stockholm;Gymnastics;FIN;Men;Silver;21
1912;Stockholm;Gymnastics;NOR;Men;Bronze;20
1912;Stockholm;Gymnastics;NOR;Men;Bronze;25
1912;Stockholm;Gymnastics;NOR;Men;Bronze;21
1912;Stockholm;Gymnastics;NOR;Men;Bronze;19
1912;Stockholm;Gymnastics;NOR;Men;Bronze;23
1912;Stockholm;Gymnastics;NOR;Men;Bronze;25
1912;Stockholm;Gymnastics;NOR;Men;Bronze;29
1912;Stockholm;Gymnastics;NOR;Men;Bronze;30
1912;Stockholm;Gymnastics;NOR;Men;Bronze;27
1912;Stockholm;Gymnastics;NOR;Men;Bronze;26
1912;Stockholm;Gymnastics;NOR;Men;Bronze;20
1912;Stockholm;Gymnastics;NOR;Men;Bronze;18
1912;Stockholm;Gymnastics;NOR;Men;Bronze;24
1912;Stockholm;Gymnastics;NOR;Men;Bronze;30
1912;Stockholm;Gymnastics;NOR;Men;Bronze;22
1912;Stockholm;Gymnastics;NOR;Men;Bronze;27
1912;Stockholm;Gymnastics;NOR;Men;Bronze;25
1912;Stockholm;Gymnastics;NOR;Men;Bronze;23
1912;Stockholm;Gymnastics;NOR;Men;Bronze;29
1912;Stockholm;Gymnastics;NOR;Men;Bronze;29
1912;Stockholm;Gymnastics;NOR;Men;Bronze;28
1912;Stockholm;Gymnastics;NOR;Men;Bronze;29
1912;Stockholm;Gymnastics;SWE;Men;Gold;19
1912;Stockholm;Gymnastics;SWE;Men;Gold;21
1912;Stockholm;Gymnastics;SWE;Men;Gold;23
1912;Stockholm;Gymnastics;SWE;Men;Gold;18
1912;Stockholm;Gymnastics;SWE;Men;Gold;25
1912;Stockholm;Gymnastics;SWE;Men;Gold;19
1912;Stockholm;Gymnastics;SWE;Men;Gold;27
1912;Stockholm;Gymnastics;SWE;Men;Gold;28
1912;Stockholm;Gymnastics;SWE;Men;Gold;23
1912;Stockholm;Gymnastics;SWE;Men;Gold;27
1912;Stockholm;Gymnastics;SWE;Men;Gold;27
1912;Stockholm;Gymnastics;SWE;Men;Gold;26
1912;Stockholm;Gymnastics;SWE;Men;Gold;20
1912;Stockholm;Gymnastics;SWE;Men;Gold;28
1912;Stockholm;Gymnastics;SWE;Men;Gold;29
1912;Stockholm;Gymnastics;SWE;Men;Gold;28
1912;Stockholm;Gymnastics;SWE;Men;Gold;22
1912;Stockholm;Gymnastics;SWE;Men;Gold;23
1912;Stockholm;Gymnastics;SWE;Men;Gold;28
1912;Stockholm;Gymnastics;SWE;Men;Gold;18
1912;Stockholm;Gymnastics;SWE;Men;Gold;21
1912;Stockholm;Gymnastics;SWE;Men;Gold;27
1912;Stockholm;Gymnastics;SWE;Men;Gold;28
1912;Stockholm;Gymnastics;SWE;Men;Gold;18
1912;Stockholm;Gymnastics;DEN;Men;Silver;19
1912;Stockholm;Gymnastics;DEN;Men;Silver;28
1912;Stockholm;Gymnastics;DEN;Men;Silver;30
1912;Stockholm;Gymnastics;DEN;Men;Silver;28
1912;Stockholm;Gymnastics;DEN;Men;Silver;29
1912;Stockholm;Gymnastics;DEN;Men;Silver;21
1912;Stockholm;Gymnastics;DEN;Men;Silver;23
1912;Stockholm;Gymnastics;DEN;Men;Silver;23
1912;Stockholm;Gymnastics;DEN;Men;Silver;22
1912;Stockholm;Gymnastics;DEN;Men;Silver;23
1912;Stockholm;Gymnastics;DEN;Men;Silver;21
1912;Stockholm;Gymnastics;DEN;Men;Silver;24
1912;Stockholm;Gymnastics;DEN;Men;Silver;19
1912;Stockholm;Gymnastics;DEN;Men;Silver;22
1912;Stockholm;Gymnastics;DEN;Men;Silver;22
1912;Stockholm;Gymnastics;DEN;Men;Silver;20
1912;Stockholm;Gymnastics;DEN;Men;Silver;20
1912;Stockholm;Gymnastics;DEN;Men;Silver;27
1912;Stockholm;Gymnastics;DEN;Men;Silver;18
1912;Stockholm;Gymnastics;DEN;Men;Silver;22
1912;Stockholm;Gymnastics;DEN;Men;Silver;27
1912;Stockholm;Gymnastics;DEN;Men;Silver;29
1912;Stockholm;Gymnastics;DEN;Men;Silver;29
1912;Stockholm;Gymnastics;DEN;Men;Silver;29
1912;Stockholm;Gymnastics;DEN;Men;Silver;28
1912;Stockholm;Gymnastics;DEN;Men;Silver;26
1912;Stockholm;Gymnastics;DEN;Men;Silver;24
1912;Stockholm;Gymnastics;DEN;Men;Silver;22
1912;Stockholm;Modern Pentathlon;SWE;Men;Bronze;19
1912;Stockholm;Modern Pentathlon;SWE;Men;Gold;21
1912;Stockholm;Modern Pentathlon;SWE;Men;Silver;25
1912;Stockholm;Rowing;NOR;Men;Bronze;19
1912;Stockholm;Rowing;NOR;Men;Bronze;28
1912;Stockholm;Rowing;NOR;Men;Bronze;19
1912;Stockholm;Rowing;NOR;Men;Bronze;24
1912;Stockholm;Rowing;NOR;Men;Bronze;20
1912;Stockholm;Rowing;DEN;Men;Gold;26
1912;Stockholm;Rowing;DEN;Men;Gold;26
1912;Stockholm;Rowing;DEN;Men;Gold;29
1912;Stockholm;Rowing;DEN;Men;Gold;27
1912;Stockholm;Rowing;DEN;Men;Gold;29
1912;Stockholm;Rowing;SWE;Men;Silver;25
1912;Stockholm;Rowing;SWE;Men;Silver;22
1912;Stockholm;Rowing;SWE;Men;Silver;21
1912;Stockholm;Rowing;SWE;Men;Silver;26
1912;Stockholm;Rowing;SWE;Men;Silver;29
1912;Stockholm;Rowing;GER;Men;Bronze;19
1912;Stockholm;Rowing;GER;Men;Bronze;26
1912;Stockholm;Rowing;GER;Men;Bronze;18
1912;Stockholm;Rowing;GER;Men;Bronze;18
1912;Stockholm;Rowing;GER;Men;Bronze;22
1912;Stockholm;Rowing;GER;Men;Bronze;25
1912;Stockholm;Rowing;GER;Men;Bronze;18
1912;Stockholm;Rowing;GER;Men;Bronze;22
1912;Stockholm;Rowing;GER;Men;Bronze;19
1912;Stockholm;Rowing;GBR;Men;Gold;18
1912;Stockholm;Rowing;GBR;Men;Gold;24
1912;Stockholm;Rowing;GBR;Men;Gold;18
1912;Stockholm;Rowing;GBR;Men;Gold;22
1912;Stockholm;Rowing;GBR;Men;Gold;27
1912;Stockholm;Rowing;GBR;Men;Gold;30
1912;Stockholm;Rowing;GBR;Men;Gold;19
1912;Stockholm;Rowing;GBR;Men;Gold;20
1912;Stockholm;Rowing;GBR;Men;Gold;23
1912;Stockholm;Rowing;GBR;Men;Silver;18
1912;Stockholm;Rowing;GBR;Men;Silver;30
1912;Stockholm;Rowing;GBR;Men;Silver;27
1912;Stockholm;Rowing;GBR;Men;Silver;20
1912;Stockholm;Rowing;GBR;Men;Silver;20
1912;Stockholm;Rowing;GBR;Men;Silver;27
1912;Stockholm;Rowing;GBR;Men;Silver;24
1912;Stockholm;Rowing;GBR;Men;Silver;27
1912;Stockholm;Rowing;GBR;Men;Silver;30
1912;Stockholm;Rowing;DEN;Men;Bronze;22
1912;Stockholm;Rowing;DEN;Men;Bronze;25
1912;Stockholm;Rowing;DEN;Men;Bronze;25
1912;Stockholm;Rowing;DEN;Men;Bronze;21
1912;Stockholm;Rowing;DEN;Men;Bronze;22
1912;Stockholm;Rowing;GER;Men;Gold;26
1912;Stockholm;Rowing;GER;Men;Gold;22
1912;Stockholm;Rowing;GER;Men;Gold;24
1912;Stockholm;Rowing;GER;Men;Gold;22
1912;Stockholm;Rowing;GER;Men;Gold;22
1912;Stockholm;Rowing;GBR;Men;Silver;26
1912;Stockholm;Rowing;GBR;Men;Silver;30
1912;Stockholm;Rowing;GBR;Men;Silver;26
1912;Stockholm;Rowing;GBR;Men;Silver;25
1912;Stockholm;Rowing;GBR;Men;Silver;24
1912;Stockholm;Rowing;CAN;Men;Bronze;19
1912;Stockholm;Rowing;RU1;Men;Bronze;19
1912;Stockholm;Rowing;GBR;Men;Gold;22
1912;Stockholm;Rowing;BEL;Men;Silver;23
1912;Stockholm;Sailing;RU1;Men;Bronze;24
1912;Stockholm;Sailing;RU1;Men;Bronze;24
1912;Stockholm;Sailing;RU1;Men;Bronze;20
1912;Stockholm;Sailing;RU1;Men;Bronze;26
1912;Stockholm;Sailing;RU1;Men;Bronze;25
1912;Stockholm;Sailing;RU1;Men;Bronze;26
1912;Stockholm;Sailing;RU1;Men;Bronze;27
1912;Stockholm;Sailing;SWE;Men;Gold;23
1912;Stockholm;Sailing;SWE;Men;Gold;25
1912;Stockholm;Sailing;SWE;Men;Gold;30
1912;Stockholm;Sailing;SWE;Men;Gold;21
1912;Stockholm;Sailing;SWE;Men;Gold;25
1912;Stockholm;Sailing;SWE;Men;Gold;18
1912;Stockholm;Sailing;SWE;Men;Gold;24
1912;Stockholm;Sailing;SWE;Men;Gold;20
1912;Stockholm;Sailing;FIN;Men;Silver;28
1912;Stockholm;Sailing;FIN;Men;Silver;18
1912;Stockholm;Sailing;FIN;Men;Silver;22
1912;Stockholm;Sailing;FIN;Men;Silver;19
1912;Stockholm;Sailing;FIN;Men;Silver;23
1912;Stockholm;Sailing;FIN;Men;Silver;19
1912;Stockholm;Sailing;FIN;Men;Silver;30
1912;Stockholm;Sailing;FIN;Men;Bronze;30
1912;Stockholm;Sailing;FIN;Men;Bronze;24
1912;Stockholm;Sailing;FIN;Men;Bronze;25
1912;Stockholm;Sailing;FIN;Men;Bronze;18
1912;Stockholm;Sailing;FIN;Men;Bronze;18
1912;Stockholm;Sailing;FIN;Men;Bronze;28
1912;Stockholm;Sailing;FIN;Men;Bronze;22
1912;Stockholm;Sailing;NOR;Men;Gold;25
1912;Stockholm;Sailing;NOR;Men;Gold;29
1912;Stockholm;Sailing;NOR;Men;Gold;27
1912;Stockholm;Sailing;NOR;Men;Gold;29
1912;Stockholm;Sailing;NOR;Men;Gold;28
1912;Stockholm;Sailing;NOR;Men;Gold;18
1912;Stockholm;Sailing;NOR;Men;Gold;20
1912;Stockholm;Sailing;NOR;Men;Gold;27
1912;Stockholm;Sailing;NOR;Men;Gold;30
1912;Stockholm;Sailing;NOR;Men;Gold;27
1912;Stockholm;Sailing;SWE;Men;Silver;28
1912;Stockholm;Sailing;SWE;Men;Silver;28
1912;Stockholm;Sailing;SWE;Men;Silver;29
1912;Stockholm;Sailing;SWE;Men;Silver;25
1912;Stockholm;Sailing;SWE;Men;Silver;30
1912;Stockholm;Sailing;SWE;Men;Silver;27
1912;Stockholm;Sailing;SWE;Men;Silver;23
1912;Stockholm;Sailing;SWE;Men;Silver;19
1912;Stockholm;Sailing;SWE;Men;Silver;27
1912;Stockholm;Sailing;SWE;Men;Silver;28
1912;Stockholm;Sailing;SWE;Men;Bronze;18
1912;Stockholm;Sailing;SWE;Men;Bronze;29
1912;Stockholm;Sailing;SWE;Men;Bronze;29
1912;Stockholm;Sailing;FRA;Men;Gold;18
1912;Stockholm;Sailing;FRA;Men;Gold;21
1912;Stockholm;Sailing;FRA;Men;Gold;21
1912;Stockholm;Sailing;DEN;Men;Silver;25
1912;Stockholm;Sailing;DEN;Men;Silver;24
1912;Stockholm;Sailing;DEN;Men;Silver;29
1912;Stockholm;Sailing;FIN;Men;Bronze;23
1912;Stockholm;Sailing;FIN;Men;Bronze;24
1912;Stockholm;Sailing;FIN;Men;Bronze;20
1912;Stockholm;Sailing;FIN;Men;Bronze;20
1912;Stockholm;Sailing;FIN;Men;Bronze;24
1912;Stockholm;Sailing;NOR;Men;Gold;26
1912;Stockholm;Sailing;NOR;Men;Gold;29
1912;Stockholm;Sailing;NOR;Men;Gold;18
1912;Stockholm;Sailing;NOR;Men;Gold;25
1912;Stockholm;Sailing;NOR;Men;Gold;30
1912;Stockholm;Sailing;SWE;Men;Silver;25
1912;Stockholm;Sailing;SWE;Men;Silver;30
1912;Stockholm;Sailing;SWE;Men;Silver;21
1912;Stockholm;Sailing;SWE;Men;Silver;21
1912;Stockholm;Sailing;SWE;Men;Silver;22
1912;Stockholm;Shooting;SWE;Men;Bronze;28
1912;Stockholm;Shooting;SWE;Men;Gold;21
1912;Stockholm;Shooting;SWE;Men;Silver;23
1912;Stockholm;Shooting;FIN;Men;Bronze;21
1912;Stockholm;Shooting;SWE;Men;Gold;18
1912;Stockholm;Shooting;SWE;Men;Silver;30
1912;Stockholm;Shooting;FIN;Men;Bronze;24
1912;Stockholm;Shooting;FIN;Men;Bronze;24
1912;Stockholm;Shooting;FIN;Men;Bronze;29
1912;Stockholm;Shooting;FIN;Men;Bronze;27
1912;Stockholm;Shooting;SWE;Men;Gold;18
1912;Stockholm;Shooting;SWE;Men;Gold;19
1912;Stockholm;Shooting;SWE;Men;Gold;18
1912;Stockholm;Shooting;SWE;Men;Gold;20
1912;Stockholm;Shooting;USA;Men;Silver;29
1912;Stockholm;Shooting;USA;Men;Silver;27
1912;Stockholm;Shooting;USA;Men;Silver;30
1912;Stockholm;Shooting;USA;Men;Silver;30
1912;Stockholm;Shooting;SWE;Men;Bronze;23
1912;Stockholm;Shooting;USA;Men;Gold;19
1912;Stockholm;Shooting;SWE;Men;Silver;21
1912;Stockholm;Shooting;USA;Men;Bronze;24
1912;Stockholm;Shooting;USA;Men;Bronze;29
1912;Stockholm;Shooting;USA;Men;Bronze;23
1912;Stockholm;Shooting;USA;Men;Bronze;30
1912;Stockholm;Shooting;SWE;Men;Gold;26
1912;Stockholm;Shooting;SWE;Men;Gold;18
1912;Stockholm;Shooting;SWE;Men;Gold;26
1912;Stockholm;Shooting;SWE;Men;Gold;26
1912;Stockholm;Shooting;GBR;Men;Silver;23
1912;Stockholm;Shooting;GBR;Men;Silver;28
1912;Stockholm;Shooting;GBR;Men;Silver;22
1912;Stockholm;Shooting;GBR;Men;Silver;23
1912;Stockholm;Shooting;SWE;Men;Bronze;30
1912;Stockholm;Shooting;SWE;Men;Gold;30
1912;Stockholm;Shooting;SWE;Men;Silver;25
1912;Stockholm;Shooting;DEN;Men;Bronze;23
1912;Stockholm;Shooting;FRA;Men;Gold;18
1912;Stockholm;Shooting;DEN;Men;Silver;19
1912;Stockholm;Shooting;GBR;Men;Bronze;26
1912;Stockholm;Shooting;GBR;Men;Bronze;20
1912;Stockholm;Shooting;GBR;Men;Bronze;18
1912;Stockholm;Shooting;GBR;Men;Bronze;21
1912;Stockholm;Shooting;SWE;Men;Gold;26
1912;Stockholm;Shooting;SWE;Men;Gold;19
1912;Stockholm;Shooting;SWE;Men;Gold;30
1912;Stockholm;Shooting;SWE;Men;Gold;26
1912;Stockholm;Shooting;RU1;Men;Silver;18
1912;Stockholm;Shooting;RU1;Men;Silver;30
1912;Stockholm;Shooting;RU1;Men;Silver;23
1912;Stockholm;Shooting;RU1;Men;Silver;21
1912;Stockholm;Shooting;GBR;Men;Bronze;18
1912;Stockholm;Shooting;GBR;Men;Bronze;18
1912;Stockholm;Shooting;GBR;Men;Bronze;21
1912;Stockholm;Shooting;GBR;Men;Bronze;30
1912;Stockholm;Shooting;USA;Men;Gold;24
1912;Stockholm;Shooting;USA;Men;Gold;30
1912;Stockholm;Shooting;USA;Men;Gold;18
1912;Stockholm;Shooting;USA;Men;Gold;26
1912;Stockholm;Shooting;SWE;Men;Silver;29
1912;Stockholm;Shooting;SWE;Men;Silver;23
1912;Stockholm;Shooting;SWE;Men;Silver;20
1912;Stockholm;Shooting;SWE;Men;Silver;27
1912;Stockholm;Shooting;GBR;Men;Bronze;24
1912;Stockholm;Shooting;USA;Men;Gold;30
1912;Stockholm;Shooting;USA;Men;Silver;28
1912;Stockholm;Shooting;GBR;Men;Bronze;18
1912;Stockholm;Shooting;USA;Men;Gold;25
1912;Stockholm;Shooting;GBR;Men;Silver;20
1912;Stockholm;Shooting;USA;Men;Bronze;23
1912;Stockholm;Shooting;USA;Men;Bronze;23
1912;Stockholm;Shooting;USA;Men;Bronze;20
1912;Stockholm;Shooting;USA;Men;Bronze;21
1912;Stockholm;Shooting;GBR;Men;Gold;19
1912;Stockholm;Shooting;GBR;Men;Gold;28
1912;Stockholm;Shooting;GBR;Men;Gold;27
1912;Stockholm;Shooting;GBR;Men;Gold;22
1912;Stockholm;Shooting;SWE;Men;Silver;18
1912;Stockholm;Shooting;SWE;Men;Silver;24
1912;Stockholm;Shooting;SWE;Men;Silver;24
1912;Stockholm;Shooting;SWE;Men;Silver;20
1912;Stockholm;Shooting;USA;Men;Bronze;26
1912;Stockholm;Shooting;FRA;Men;Gold;22
1912;Stockholm;Shooting;USA;Men;Silver;29
1912;Stockholm;Shooting;NOR;Men;Bronze;18
1912;Stockholm;Shooting;HUN;Men;Gold;25
1912;Stockholm;Shooting;USA;Men;Silver;19
1912;Stockholm;Shooting;GER;Men;Bronze;26
1912;Stockholm;Shooting;GER;Men;Bronze;20
1912;Stockholm;Shooting;GER;Men;Bronze;18
1912;Stockholm;Shooting;GER;Men;Bronze;25
1912;Stockholm;Shooting;GER;Men;Bronze;30
1912;Stockholm;Shooting;GER;Men;Bronze;23
1912;Stockholm;Shooting;USA;Men;Gold;19
1912;Stockholm;Shooting;USA;Men;Gold;18
1912;Stockholm;Shooting;USA;Men;Gold;19
1912;Stockholm;Shooting;USA;Men;Gold;30
1912;Stockholm;Shooting;USA;Men;Gold;30
1912;Stockholm;Shooting;USA;Men;Gold;18
1912;Stockholm;Shooting;GBR;Men;Silver;25
1912;Stockholm;Shooting;GBR;Men;Silver;25
1912;Stockholm;Shooting;GBR;Men;Silver;23
1912;Stockholm;Shooting;GBR;Men;Silver;27
1912;Stockholm;Shooting;GBR;Men;Silver;24
1912;Stockholm;Shooting;GBR;Men;Silver;23
1912;Stockholm;Shooting;DEN;Men;Bronze;30
1912;Stockholm;Shooting;DEN;Men;Bronze;30
1912;Stockholm;Shooting;DEN;Men;Bronze;23
1912;Stockholm;Shooting;DEN;Men;Bronze;27
1912;Stockholm;Shooting;DEN;Men;Bronze;26
1912;Stockholm;Shooting;DEN;Men;Bronze;30
1912;Stockholm;Shooting;SWE;Men;Gold;27
1912;Stockholm;Shooting;SWE;Men;Gold;30
1912;Stockholm;Shooting;SWE;Men;Gold;28
1912;Stockholm;Shooting;SWE;Men;Gold;19
1912;Stockholm;Shooting;SWE;Men;Gold;22
1912;Stockholm;Shooting;SWE;Men;Gold;29
1912;Stockholm;Shooting;NOR;Men;Silver;23
1912;Stockholm;Shooting;NOR;Men;Silver;28
1912;Stockholm;Shooting;NOR;Men;Silver;19
1912;Stockholm;Shooting;NOR;Men;Silver;29
1912;Stockholm;Shooting;NOR;Men;Silver;19
1912;Stockholm;Shooting;NOR;Men;Silver;30
1912;Stockholm;Shooting;SWE;Men;Bronze;21
1912;Stockholm;Shooting;SWE;Men;Bronze;18
1912;Stockholm;Shooting;SWE;Men;Bronze;19
1912;Stockholm;Shooting;SWE;Men;Bronze;30
1912;Stockholm;Shooting;SWE;Men;Bronze;25
1912;Stockholm;Shooting;SWE;Men;Bronze;23
1912;Stockholm;Shooting;USA;Men;Gold;29
1912;Stockholm;Shooting;USA;Men;Gold;21
1912;Stockholm;Shooting;USA;Men;Gold;23
1912;Stockholm;Shooting;USA;Men;Gold;18
1912;Stockholm;Shooting;USA;Men;Gold;29
1912;Stockholm;Shooting;USA;Men;Gold;24
1912;Stockholm;Shooting;GBR;Men;Silver;30
1912;Stockholm;Shooting;GBR;Men;Silver;25
1912;Stockholm;Shooting;GBR;Men;Silver;18
1912;Stockholm;Shooting;GBR;Men;Silver;18
1912;Stockholm;Shooting;GBR;Men;Silver;23
1912;Stockholm;Shooting;GBR;Men;Silver;20
1912;Stockholm;Shooting;RU1;Men;Bronze;28
1912;Stockholm;Shooting;USA;Men;Gold;27
1912;Stockholm;Shooting;GER;Men;Silver;23
1912;Stockholm;Tennis;FRA;Men;Bronze;23
1912;Stockholm;Tennis;FRA;Men;Bronze;26
1912;Stockholm;Tennis;RSA;Men;Gold;25
1912;Stockholm;Tennis;RSA;Men;Gold;27
1912;Stockholm;Tennis;AUT;Men;Silver;29
1912;Stockholm;Tennis;AUT;Men;Silver;23
1912;Stockholm;Tennis;GBR;Men;Bronze;28
1912;Stockholm;Tennis;GBR;Men;Bronze;19
1912;Stockholm;Tennis;FRA;Men;Gold;30
1912;Stockholm;Tennis;FRA;Men;Gold;29
1912;Stockholm;Tennis;SWE;Men;Silver;30
